title,year,rating,dubious,imdbid,id,submitterid,date,visible
Marty,1955,3,0.0,48356,4442,7948,2013-08-04 18:32,1
Oklahoma!,1955,3,1.0,48445,4754,8580,2013-10-30 3:50,1
"Seven Year Itch, The",1955,1,0.0,48605,4896,8877,2013-12-01 4:22,1
Summertime,1955,3,0.0,48673,5165,9445,2014-02-14 9:13,1
Killer&#39;s Kiss,1955,1,0.0,48254,5403,9956,2014-04-17 3:15,1
Pather Panchali,1955,3,0.0,48473,5471,10136,2014-05-14 23:40,1
Godzilla Raids Again,1955,2,0.0,48127,6055,11524,2015-01-19 0:28,1
This Island Earth,1955,0,0.0,47577,6468,12603,2015-09-26 5:21,1
"Glass Slipper, The",1955,3,0.0,48124,6481,12632,2015-10-08 14:21,1
My Sister Eileen,1955,3,0.0,48401,6615,12910,2015-12-18 23:36,1
"Prisoner, The",1955,0,0.0,48512,7262,14207,2016-11-15 8:59,1
"Trouble with Harry, The",1955,2,0.0,48750,7360,14361,2016-12-27 13:39,1
"Prodigal, The",1955,3,0.0,48517,7797,15187,2017-09-04 13:58,1
Les grandes manoeuvres,1955,3,0.0,48133,7878,15363,2017-10-31 7:25,1
Not as a Stranger,1955,2,0.0,48432,8014,15665,2018-01-15 22:12,1
"Searchers, The",1956,3,,49730,357,40,2009-06-26 4:23,1
"Spanish Gardener, The",1956,2,0.0,49787,1559,1869,2010-09-09 8:54,1
"Bad Seed, The",1956,3,0.0,48977,1216,1304,2010-07-22 13:30,1
"King and I, The",1956,2,0.0,49408,1092,1138,2010-07-04 23:05,1
"Iron Petticoat, The",1956,1,0.0,49369,1545,1850,2010-09-07 15:28,1
"Wrong Man, The",1956,1,0.0,51207,2219,3108,2011-04-23 18:37,1
Forbidden Planet,1956,0,0.0,49223,2306,3315,2011-05-18 6:58,1
Gunslinger,1956,3,0.0,49287,2647,3984,2011-09-01 9:17,1
Invasion of the Body Snatchers,1956,3,0.0,49366,2698,4060,2011-09-21 0:37,1
"Court Jester, The",1956,2,0.0,49096,2730,4108,2011-10-01 22:55,1
War and Peace,1956,3,0.0,49934,2861,4351,2011-11-21 20:10,1
Bigger Than Life,1956,0,0.0,49010,2904,4438,2011-12-05 23:37,1
"Ten Commandments, The",1956,2,0.0,49833,3076,4815,2012-02-27 15:09,1
...And God Created Woman,1956,3,0.0,49189,3409,5493,2012-07-09 17:28,1
Around the World in Eighty Days,1956,0,0.0,48960,3981,6789,2013-03-15 8:02,1
"Proud and Profane, The",1956,3,0.0,49640,4245,7405,2013-06-15 6:38,1
Indestructible Man,1956,1,0.0,49363,4402,7836,2013-07-26 3:01,1
Bus Stop,1956,3,0.0,49038,4670,8432,2013-10-06 21:35,1
"Killing, The",1956,1,0.0,49406,5414,9993,2014-04-23 13:05,1
Aparajito,1956,3,0.0,48956,5470,10135,2014-05-14 23:39,1
Un condamne a mort s&#39;est echappe ou Le vent souffle ou il veut,1956,0,0.0,49902,5555,10343,2014-06-09 13:02,1
Rodan,1956,1,0.0,49782,6064,11542,2015-01-26 0:57,1
"Man Who Never Was, The",1956,3,1.0,49471,6308,12206,2015-06-12 12:49,1
High Society,1956,3,0.0,49314,6641,12995,2015-12-28 18:02,1
Calle mayor [Main Street],1956,3,1.0,49043,7394,14423,2017-01-13 13:52,1
"Man Who Knew Too Much, The",1956,2,0.0,49470,7442,14522,2017-02-13 22:57,1
Flowing,1956,3,0.0,49537,8314,16280,2018-07-01 1:20,1
"Unguarded Moment, The",1956,1,0.0,49904,8358,16364,2018-08-04 21:38,1
Eyewitness,1956,3,0.0,49196,8398,16437,2018-09-02 20:34,1
Sissi - The Young Empress,1956,3,1.0,49762,8872,17395,2019-10-21 17:59,1
La banda degli onesti,1956,2,0.0,48981,9055,17809,2020-03-27 23:16,1
"Captain from Kopenick, The",1956,1,0.0,49293,9719,19033,2021-04-29 8:00,1
Le coup du berger,1956,3,0.0,49095,9993,19418,2021-08-03 20:46,1
12 Angry Men,1957,0,,50083,302,17,2009-03-24 15:18,1
"True Story of Jesse James, The",1957,2,0.0,51114,965,975,2010-06-20 16:32,1
Desk Set,1957,3,0.0,50307,993,1014,2010-06-28 15:00,1
"Cranes Are Flying, The",1957,3,0.0,50634,1015,1039,2010-06-30 20:33,1
"Incredible Shrinking Man, The",1957,0,0.0,50539,1291,1397,2010-07-23 14:31,1
Paths of Glory,1957,0,0.0,50825,1274,1376,2010-07-23 1:06,1
Old Yeller,1957,1,0.0,50798,1121,1173,2010-07-09 4:43,1
Three Faces of Eve,1957,0,0.0,51077,1660,2054,2010-10-13 19:58,1
Funny Face,1957,3,0.0,50419,1747,2210,2010-11-10 8:18,1
Nights of Cabiria,1957,3,0.0,50783,1765,2242,2010-11-19 7:29,1
Kanal,1957,1,0.0,50585,1800,2294,2010-12-01 0:00,1
"Enemy Below, The",1957,0,0.0,50356,1989,2656,2011-02-05 6:25,1
"Seventh Seal, The",1957,1,0.0,50976,2043,2729,2011-02-15 14:15,1
Night of the Demon,1957,3,1.0,50766,2160,2994,2011-04-01 21:27,1
Sweet Smell of Success,1957,1,0.0,51036,2301,3309,2011-05-17 5:33,1
Fire Down Below,1957,0,0.0,50397,2420,3560,2011-06-21 3:06,1
"Heaven Knows, Mr. Allison",1957,0,0.0,50490,2429,3575,2011-06-22 6:59,1
Smultronst&auml;llet (Wild Strawberries),1957,2,0.0,50986,2520,3744,2011-07-12 13:02,1
Sayonara,1957,2,0.0,50933,2578,3852,2011-07-27 19:12,1
Tammy and the Bachelor,1957,3,0.0,51051,2895,4421,2011-12-03 7:49,1
"Bridge on the River Kwai, The",1957,1,0.0,50212,2981,4616,2012-01-11 3:32,1
"Prince and the Showgirl, The",1957,3,0.0,50861,3007,4675,2012-01-27 9:09,1
An Affair to Remember,1957,2,0.0,50105,3429,5529,2012-07-17 4:42,1
Oedipus Rex,1957,1,1.0,50792,3994,6817,2013-03-18 23:56,1
A Face in the Crowd,1957,1,0.0,50371,4552,8193,2013-09-09 17:19,1
Sorority Girl,1957,3,0.0,50998,4559,8220,2013-09-12 19:17,1
Witness for the Prosecution,1957,1,0.0,51201,4933,8951,2013-12-10 0:56,1
"Mysterians, The",1957,3,0.0,50251,6624,12947,2015-12-23 23:47,1
Kiss Them for Me,1957,2,0.0,50599,7017,13793,2016-08-02 16:43,1
Forty Guns,1957,2,0.0,50407,7136,14003,2016-09-23 17:32,1
Throne of Blood,1957,0,0.0,50613,7165,14045,2016-09-30 13:27,1
Amanecer en Puerta Oscura,1957,3,0.0,50116,7420,14460,2017-01-26 22:14,1
El vampiro,1957,3,0.0,51151,8321,16294,2018-07-11 22:18,1
Island in the Sun,1957,3,0.0,50549,8685,17002,2019-03-25 9:20,1
Kronos,1957,0,0.0,50610,8736,17122,2019-05-07 14:03,1
Danger stalks near,1957,3,0.0,50421,9006,17698,2020-02-07 18:50,1
Vertigo,1958,1,0.0,52357,609,339,2009-12-28 4:09,1
M&auml;dchen in Uniform,1958,3,0.0,51964,1572,1902,2010-09-16 14:10,1
"Fabulous World of Jules Verne, The",1958,0,0.0,52374,1247,1348,2010-07-23 0:17,1
"Vikings, The",1958,2,0.0,52365,1255,1356,2010-07-23 0:38,1
Run Silent Run Deep,1958,0,0.0,52151,1363,1484,2010-07-27 4:41,1
Teacher&#39;s Pet,1958,1,0.0,52278,1364,1485,2010-07-27 4:43,1
"Fly, The",1958,2,1.0,51622,2281,3279,2011-05-10 20:15,1
"Day the Sky Exploded, The",1958,1,0.0,51951,2373,3453,2011-06-05 23:54,1
Dracula (Horror of Dracula),1958,3,0.0,51554,2476,3643,2011-07-01 22:42,1
"Wild Women of Wongo, The",1958,3,0.0,52394,2585,3870,2011-08-01 13:13,1
"Screaming Skull, The",1958,2,0.0,52169,2763,4175,2011-10-14 6:06,1
Mon Oncle,1958,3,0.0,50706,2823,4280,2011-11-03 23:38,1
Touch of Evil,1958,1,0.0,52311,3146,4966,2012-03-26 9:41,1
Gigi,1958,2,0.0,51658,3056,4773,2012-02-19 1:46,1
"Defiant Ones, The",1958,0,0.0,51525,3238,5153,2012-05-08 21:58,1
Auntie Mame,1958,3,0.0,51383,3321,5309,2012-06-04 23:20,1
Separate Tables,1958,3,0.0,52182,3926,6642,2013-02-22 17:17,1
South Pacific,1958,3,1.0,52225,3977,6769,2013-03-12 5:55,1
Indiscreet,1958,3,0.0,51773,4211,7336,2013-06-06 1:18,1
I Bury the Living,1958,1,1.0,51755,4410,7863,2013-07-28 15:16,1
"Inn of the Sixth Happiness, The",1958,3,0.0,51776,4849,8793,2013-11-17 21:34,1
Cat on a Hot Tin Roof,1958,3,0.0,51459,6012,11435,2015-01-03 13:52,1
Love Is My Profession,1958,3,0.0,51579,6938,13649,2016-06-17 22:21,1
Blood of the Vampire,1958,0,0.0,51422,7054,13856,2016-08-19 11:17,1
"Hidden Fortress, The",1958,0,0.0,51808,7135,14001,2016-09-23 13:12,1
It! The Terror from Beyond Space,1958,1,0.0,51786,7606,14844,2017-05-12 14:18,1
Brink of Life,1958,3,0.0,52017,8344,16333,2018-07-27 23:51,1
I Want To Live!,1958,3,0.0,51758,8450,16535,2018-10-20 17:44,1
"400 Blows, The",1959,0,,53198,236,19,2008-12-11 8:38,1
Sleeping Beauty,1959,3,0.0,53285,474,153,2009-08-22 10:34,1
Ben-Hur,1959,3,0.0,52618,1419,1588,2010-08-01 13:10,1
Journey to the Center of the Earth,1959,1,0.0,52948,1256,1357,2010-07-23 0:39,1
"Nun&#39;s Story, The",1959,3,0.0,53131,1555,1863,2010-09-08 13:33,1
Darby O&#39;Gill and the Little People,1959,3,0.0,52722,1591,1934,2010-09-22 5:35,1
Some Like It Hot,1959,3,0.0,53291,2023,2705,2011-02-14 12:34,1
Imitation of Life,1959,3,0.0,52918,2095,2829,2011-03-07 17:13,1
North By Northwest,1959,1,0.0,53125,2228,3117,2011-04-23 19:08,1
"Suddenly, Last Summer",1959,3,0.0,53318,2645,3978,2011-08-29 23:26,1
"Giant Gila Monster, The",1959,3,0.0,52846,2796,4241,2011-10-26 0:45,1
Araya,1959,3,0.0,51372,3119,4910,2012-03-14 4:15,1
"Tingler, The",1959,1,0.0,53363,3166,5006,2012-04-05 3:55,1
Come Dance with Me!,1959,3,0.0,53428,3442,5575,2012-07-23 17:32,1
Good Morning (Ohay&ocirc;),1959,3,0.0,53134,3525,5769,2012-09-09 17:45,1
"Great War, The",1959,1,0.0,52861,3608,5925,2012-10-16 23:26,1
Ghost of Dragstrip Hollow,1959,3,0.0,52844,4050,6954,2013-04-13 22:05,1
A Bucket of Blood,1959,2,0.0,52655,4065,6974,2013-04-16 0:00,1
Anatomy of a Murder,1959,1,0.0,52561,4199,7305,2013-06-02 8:15,1
House on Haunted Hill,1959,3,1.0,51744,4373,7783,2013-07-20 13:26,1
"Wasp Woman, The",1959,3,1.0,54462,4392,7821,2013-07-25 6:04,1
"Bat, The",1959,3,0.0,52602,4523,8137,2013-08-30 17:50,1
Gidget,1959,3,0.0,52847,6405,12462,2015-08-15 2:47,1
Battle in Outer Space,1959,1,0.0,53388,6645,13011,2015-12-31 1:24,1
Apur Sansar,1959,0,0.0,52572,6833,13421,2016-04-15 8:48,1
Rio Bravo,1959,1,0.0,53221,6901,13569,2016-05-28 14:40,1
Pillow Talk,1959,3,0.0,53172,8392,16425,2018-08-30 12:30,1
"World, The Flesh and The Devil, The",1959,0,0.0,53454,8677,16975,2019-03-16 14:09,1
Plan 9 from Outer Space,1959,1,0.0,52077,9161,18067,2020-06-07 20:42,1
Night of the Ghouls,1959,1,0.0,156843,9169,18083,2020-06-14 1:28,1
Sleeping Beauty,1959,3,0.0,53285,9209,18177,2020-07-22 18:01,1
"Bridge, The",1959,3,0.0,52654,9379,18521,2020-12-14 14:17,1
Where the Boys Are,1960,2,0.0,54469,590,320,2009-12-27 21:53,1
Les yeux sans visage,1960,3,0.0,53459,656,396,2010-01-20 23:46,1
A bout de souffle,1960,0,0.0,53472,799,608,2010-05-13 19:51,1
"Magnificent Seven, The",1960,0,0.0,54047,1295,1406,2010-07-24 2:27,1
Spartacus,1960,2,0.0,54331,1273,1375,2010-07-23 1:05,1
Inherit the Wind,1960,3,1.0,53946,1712,2157,2010-10-31 23:53,1
"Apartment, The",1960,3,0.0,53604,1995,2664,2011-02-05 22:30,1
Psycho,1960,3,0.0,54215,2039,2725,2011-02-15 12:53,1
Exodus,1960,3,0.0,53804,2144,2952,2011-03-27 6:11,1
Let&#39;s Make Love,1960,2,1.0,54022,2546,3790,2011-07-18 4:24,1
Late Autumn,1960,3,0.0,53579,2808,4255,2011-10-30 6:06,1
Body in the Web,1960,3,0.0,54333,2950,4531,2011-12-22 22:14,1
Rocco and His Brothers,1960,2,0.0,54248,2988,4628,2012-01-13 16:11,1
Black Sunday,1960,3,1.0,54067,3286,5261,2012-05-26 1:59,1
Testament of Orpheus,1960,1,0.0,54377,3294,5274,2012-05-29 10:15,1
Jigoku (Hell or The Sinners of Hell),1960,3,0.0,154683,3328,5319,2012-06-07 5:05,1
"City of the Dead, The",1960,3,0.0,53719,3634,5989,2012-10-29 2:23,1
Zazie dans le metro,1960,3,0.0,54494,3827,6394,2013-01-14 16:44,1
Make Mine Mink,1960,3,0.0,54049,4117,7078,2013-05-01 9:30,1
"Truth, The",1960,3,0.0,54452,5122,9337,2014-02-01 15:37,1
"Story of Ruth, The",1960,3,0.0,54343,5123,9338,2014-02-01 16:03,1
"Virgin Spring, The",1960,3,0.0,53976,5380,9896,2014-04-10 18:04,1
Wild River,1960,3,0.0,54476,6146,11743,2015-03-13 21:00,1
La Dolce Vita,1960,2,0.0,53779,6080,11563,2015-01-27 3:45,1
La ciociara,1960,3,0.0,54749,6756,13259,2016-03-01 18:37,1
Peeping Tom,1960,2,0.0,54167,6796,13340,2016-03-26 7:55,1
Le Trou,1960,0,0.0,54407,6854,13461,2016-04-26 3:15,1
"Brides of Dracula, The",1960,3,0.0,53677,8275,16202,2018-06-06 13:24,1
Shoot the Piano Player,1960,2,0.0,54389,8367,16380,2018-08-10 19:59,1
School for Scoundrels,1960,1,0.0,54279,8566,16727,2018-12-16 1:36,1
Conspiracy of Hearts,1960,3,0.0,53732,8992,17607,2020-01-27 23:46,1
Nerve on Sunday,1960,2,0.0,54198,9026,17757,2020-03-02 16:05,1
First Spaceship on Venus,1960,1,0.0,53250,9207,18168,2020-07-19 18:21,1
"Time Machine, The",1960,0,0.0,54387,9338,18443,2020-11-22 16:32,1
"Bad Sleep Well, The",1960,1,0.0,54460,9894,19280,2021-06-17 0:25,1
Les Bonnes Femmes,1960,3,0.0,53666,9992,19417,2021-08-03 20:42,1
Yojimbo,1961,1,0.0,55630,660,408,2010-01-22 1:59,1
"Children&#39;s Hour, The",1961,3,0.0,54743,833,688,2010-05-27 2:41,1
"Phantom Planet, The",1961,0,0.0,55294,1292,1398,2010-07-23 14:32,1
Breakfast at Tiffany&#39;s,1961,2,0.0,54698,1191,1266,2010-07-18 8:27,1
Mysterious Island,1961,0,0.0,55207,1257,1358,2010-07-23 0:44,1
Underworld U.S.A.,1961,3,0.0,55571,1165,1223,2010-07-11 22:00,1
One Hundred and One Dalmatians,1961,3,0.0,55254,1171,1231,2010-07-13 19:26,1
El Cid,1961,1,0.0,54847,1546,1851,2010-09-07 16:10,1
"Misfits, The",1961,3,0.0,55184,1365,1486,2010-07-27 4:52,1
"Hustler, The",1961,0,0.0,54997,1958,2622,2011-02-03 23:27,1
"One, Two, Three",1961,3,1.0,55256,2392,3493,2011-06-12 0:28,1
West Side Story,1961,3,0.0,55614,2560,3806,2011-07-20 17:58,1
"Beast of Yucca Flats, The",1961,0,0.0,54673,2797,4242,2011-10-26 0:49,1
Blue Hawaii,1961,3,0.0,54692,3724,6176,2012-12-06 21:21,1
Paris Blues,1961,3,1.0,55278,3909,6617,2013-02-19 9:37,1
Splendor in the Grass,1961,3,0.0,55471,4198,7304,2013-06-02 4:39,1
A Taste of Honey,1961,3,0.0,55506,4539,8160,2013-09-02 0:21,1
"Parent Trap, The",1961,3,0.0,55277,4580,8258,2013-09-14 18:49,1
A Raisin in the Sun,1961,3,0.0,55353,5485,10157,2014-05-18 3:49,1
Snow White and the Three Stooges,1961,3,0.0,55458,5797,10945,2014-10-01 2:04,1
La Notte,1961,3,0.0,54130,6102,11598,2015-02-06 1:50,1
Mothra,1961,0,0.0,55198,6448,12561,2015-09-13 3:05,1
A Woman Is a Woman,1961,0,0.0,55572,6539,12782,2015-11-10 19:09,1
"Guns of Navarone, The",1961,1,0.0,54953,6653,13031,2016-01-05 7:33,1
"Curse of the Werewolf, The",1961,3,1.0,54777,7344,14337,2016-12-21 15:38,1
"Leon Morin, Priest",1961,3,0.0,55082,7798,15189,2017-09-05 8:29,1
Accattone,1961,3,0.0,54599,7831,15250,2017-09-25 14:12,1
Through a Glass Darkly,1961,0,0.0,55499,7968,15579,2017-12-27 17:33,1
"Innocents, The",1961,3,0.0,55018,8019,15675,2018-01-20 22:17,1
Flame in the Streets,1961,3,1.0,54879,8676,16974,2019-03-15 23:10,1
Lola,1961,2,0.0,55093,9268,18306,2020-09-09 0:05,1
King of Kings,1961,3,0.0,55047,9607,18886,2021-04-03 7:43,1
Jules and Jim,1962,1,,55032,237,19,2008-12-11 9:16,1
Ivanovo detstvo,1962,1,0.0,56111,691,452,2010-02-28 12:37,1
Lawrence of Arabia,1962,0,0.0,56172,1042,1084,2010-07-03 14:58,1
What Ever Happened to Baby Jane?,1962,3,0.0,56687,1298,1410,2010-07-24 18:38,1
Lolita,1962,3,0.0,56193,1279,1381,2010-07-23 1:14,1
To Kill a Mockingbird,1962,3,0.0,56592,1108,1158,2010-07-07 18:20,1
"Day of the Triffids, The",1962,3,0.0,55894,1613,1973,2010-09-28 22:00,1
"Manchurian Candidate, The",1962,1,0.0,56218,1954,2618,2011-02-03 21:28,1
"Trial, The",1962,1,0.0,57427,2183,3050,2011-04-11 8:52,1
"Music Man, The",1962,3,0.0,56262,2430,3576,2011-06-22 7:04,1
Carnival of Souls,1962,3,0.0,55830,2591,3883,2011-08-04 17:18,1
Cleo from 5 to 7,1962,3,0.0,55852,2609,3917,2011-08-14 0:44,1
"Brain That Wouldn&#39;t Die, The",1962,2,0.0,52646,2762,4174,2011-10-14 5:56,1
Gypsy,1962,3,0.0,56048,3079,4832,2012-02-29 0:23,1
"Trial of Joan of Arc, The",1962,0,0.0,59616,3160,4998,2012-04-04 0:35,1
"L-Shaped Room, The",1962,3,0.0,57239,3829,6396,2013-01-14 17:04,1
La Jetee,1962,0,0.0,56119,3845,6442,2013-01-20 19:58,1
"Devil&#39;s Hand, The",1962,2,0.0,55902,4407,7858,2013-07-28 9:56,1
Les dimanches de Ville d&#39;Avray,1962,3,0.0,55910,4481,8044,2013-08-17 12:34,1
That Touch of Mink,1962,2,0.0,56575,4513,8117,2013-08-28 1:05,1
Dr. No,1962,1,0.0,55928,4637,8369,2013-09-27 12:56,1
"Miracle Worker, The",1962,3,0.0,56241,5686,10669,2014-08-10 5:10,1
King Kong vs. Godzilla,1962,3,0.0,56142,6119,11650,2015-02-19 0:06,1
Hatari!,1962,3,1.0,56059,6332,12275,2015-06-23 11:40,1
"Loneliness of the Long Distance Runner, The",1962,3,1.0,56194,6516,12717,2015-10-26 15:21,1
Boccaccio &acute;70,1962,2,0.0,55805,7120,13974,2016-09-16 10:36,1
Advise &amp; Consent,1962,3,0.0,55728,7159,14037,2016-09-28 21:05,1
War of the Buttons,1962,0,0.0,54949,7312,14279,2016-12-04 2:09,1
Cartouche,1962,1,0.0,55832,7440,14517,2017-02-12 18:36,1
Atraco a las tres,1962,1,0.0,55763,7588,14801,2017-04-24 13:10,1
Walk on the Wild Side,1962,3,0.0,56671,8673,16970,2019-03-12 22:35,1
Vivre Sa Vie,1962,3,0.0,56663,8849,17341,2019-09-11 3:03,1
"Longest Day, The",1962,0,0.0,56197,9106,17955,2020-05-02 16:43,1
"Treasure of the Silver Lake, The",1962,1,0.0,56452,9690,19004,2021-04-27 19:41,1
Antoine and Colette,1962,0,0.0,1180329,9920,19317,2021-06-30 16:53,1
Hara-Kiri,1962,0,0.0,56058,9818,19164,2021-05-13 20:55,1
"Great Escape, The",1963,0,,57115,202,17,2008-10-23 15:45,1
Irma la Douce,1963,2,0.0,57187,607,337,2009-12-28 4:04,1
"Pink Panther, The",1963,1,0.0,57413,629,362,2009-12-31 23:05,1
55 Days at Peking,1963,1,0.0,56800,1251,1352,2010-07-23 0:24,1
"Bakery Girl of Monceau, The",1963,1,0.0,56884,1635,2008,2010-10-04 6:37,1
Charade,1963,2,0.0,56923,1984,2650,2011-02-05 1:05,1
Lord of the Flies,1963,0,0.0,57261,1990,2657,2011-02-05 7:14,1
Shock Corridor,1963,0,0.0,57495,2102,2851,2011-03-09 7:00,1
"Birds, The",1963,3,0.0,56869,2345,3385,2011-05-25 22:54,1
Beach Party,1963,2,0.0,56860,2549,3793,2011-07-18 23:50,1
Carry on Cabby,1963,3,0.0,56912,2772,4193,2011-10-19 8:48,1
Contempt,1963,1,0.0,57345,3382,5425,2012-06-26 15:41,1
Bye Bye Birdie,1963,3,0.0,56891,3725,6177,2012-12-06 21:35,1
"Sword in the Stone, The",1963,0,0.0,57546,3810,6345,2013-01-07 5:18,1
Khaneh siah ast (The House is Black),1963,0,0.0,336693,3939,6678,2013-02-27 15:49,1
"Haunting, The",1963,3,0.0,57129,4206,7324,2013-06-04 17:23,1
"Kiss of the Vampire, The",1963,2,1.0,57226,4331,7680,2013-07-11 16:43,1
Summer Magic,1963,3,0.0,57542,4347,7706,2013-07-13 15:37,1
Dementia 13,1963,3,0.0,56983,4394,7825,2013-07-25 14:42,1
Tom Jones,1963,3,0.0,57590,4494,8070,2013-08-20 9:17,1
From Russia with Love,1963,3,0.0,57076,4659,8407,2013-10-03 11:48,1
X: The Man with the X-Ray Eyes,1963,1,0.0,57693,4951,8980,2013-12-15 20:25,1
"Move Over, Darling",1963,3,0.0,57329,5230,9579,2014-03-05 3:43,1
"Silence, The",1963,3,0.0,57611,5379,9895,2014-04-10 17:56,1
"Raven, The",1963,1,0.0,57449,5712,10727,2014-08-23 2:51,1
"Guest, The",1963,0,0.0,58164,5772,10873,2014-09-21 18:05,1
8&frac12;,1963,3,0.0,56801,5846,11048,2014-10-17 3:32,1
Sanjuro,1963,3,1.0,56443,6044,11497,2015-01-13 16:54,1
El verdugo,1963,1,0.0,57643,6327,12261,2015-06-20 17:51,1
Atragon,1963,0,0.0,57215,6460,12589,2015-09-23 1:18,1
Summer Holiday,1963,3,0.0,57541,6514,12715,2015-10-26 14:50,1
"Servant, The",1963,3,1.0,57490,6988,13745,2016-07-21 20:17,1
Suzanne&#39;s Career,1963,3,0.0,56910,7925,15455,2017-11-26 14:33,1
Winter Light,1963,1,0.0,57358,7969,15581,2017-12-27 20:55,1
"Incredible Journey, The",1963,1,0.0,57180,8440,16515,2018-10-15 0:14,1
Unearthly Stranger,1963,1,0.0,57623,8648,16905,2019-02-22 22:12,1
It&#39;s a Mad Mad Mad Mad World,1963,3,0.0,57193,9226,18219,2020-08-06 20:57,1
Cleopatra,1963,3,0.0,56937,9388,18534,2020-12-14 17:32,1
Winnetou,1963,1,0.0,57687,9686,19000,2021-04-27 19:35,1
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964,0,,57012,341,1,2009-06-14 15:44,1
Per un pugno di dollari (A Fisful of Dollars),1964,1,0.0,58461,661,410,2010-01-23 8:32,1
Mary Poppins,1964,3,0.0,58331,701,465,2010-03-15 19:54,1
"Rudolph, the Red-Nosed Reindeer",1964,1,0.0,58536,1600,1947,2010-09-23 1:07,1
Der Geteilte Himmel (Divided Heaven),1964,2,0.0,58139,1198,1278,2010-07-20 0:19,1
Woman in the Dunes,1964,0,0.0,58625,1212,1298,2010-07-21 4:40,1
Bedtime Story,1964,1,0.0,57878,1250,1351,2010-07-23 0:23,1
First Men in the Moon,1964,1,0.0,58100,1253,1354,2010-07-23 0:30,1
"Long Ships, The",1964,1,0.0,57259,1254,1355,2010-07-23 0:36,1
My Fair Lady,1964,3,0.0,58385,1688,2101,2010-10-23 5:40,1
A Hard Day&#39;s Night,1964,1,0.0,58182,1957,2621,2011-02-03 23:10,1
Band of Outsiders,1964,3,0.0,57869,2204,3092,2011-04-22 10:16,1
"Americanization of Emily, The",1964,2,0.0,57840,2385,3484,2011-06-10 21:34,1
Zulu,1964,0,0.0,58777,2483,3660,2011-07-05 0:56,1
Bikini Beach,1964,2,0.0,57887,2557,3803,2011-07-20 4:51,1
Man&#39;s Favorite Sport?,1964,2,0.0,58324,2720,4094,2011-09-29 18:33,1
Marriage Italian Style,1964,3,0.0,58335,2766,4180,2011-10-15 19:43,1
"Hush...Hush, Sweet Charlotte",1964,3,0.0,58213,2922,4475,2011-12-13 1:22,1
"Gospel According to St. Matthew, The",1964,1,0.0,58715,3189,5054,2012-04-16 16:06,1
King &amp; Country,1964,0,0.0,58263,3250,5175,2012-05-12 12:47,1
Onibaba,1964,0,0.0,58430,3327,5318,2012-06-07 4:51,1
Fail-Safe,1964,1,0.0,58083,3569,5852,2012-10-02 1:05,1
Viva Las Vegas,1964,0,0.0,58725,3680,6099,2012-11-20 20:19,1
Goldfinger,1964,1,0.0,58150,3807,6338,2013-01-06 3:12,1
Dead Ringer,1964,3,0.0,57997,4263,7465,2013-06-23 5:28,1
"Umbrellas of Cherbourg, The",1964,3,0.0,58450,4356,7739,2013-07-16 18:39,1
"Last Man on Earth, The",1964,1,0.0,58700,4376,7788,2013-07-21 1:13,1
Code Name: Tiger,1964,3,0.0,58658,4484,8047,2013-08-17 12:38,1
"Train, The",1964,1,0.0,59825,4497,8074,2013-08-21 7:12,1
"Ghidorah, the Three-Headed Monster",1964,3,0.0,58544,4501,8089,2013-08-23 19:38,1
Carry On Cleo,1964,1,0.0,57918,4673,8436,2013-10-07 2:22,1
"Unsinkable Molly Brown, The",1964,3,0.0,58708,5513,10246,2014-05-30 2:25,1
Red Desert,1964,3,0.0,58003,6112,11638,2015-02-16 17:06,1
Godzilla vs. The Thing (Mothra vs. Godzilla),1964,1,1.0,58379,6326,12260,2015-06-20 17:27,1
Marnie,1964,3,0.0,58329,6402,12453,2015-08-13 1:39,1
A shot in the dark,1964,1,0.0,58586,6555,12814,2015-11-23 10:22,1
"Chalk Garden, The",1964,3,0.0,57933,7202,14107,2016-10-16 14:51,1
Nikutai no mon [Gate of Flesh],1964,3,0.0,58409,7236,14158,2016-11-02 13:11,1
La tia Tula,1964,3,0.0,58695,7399,14433,2017-01-16 14:48,1
Seduced and abandoned,1964,3,0.0,58564,7804,15207,2017-09-17 21:38,1
"Time Travelers, The",1964,2,0.0,58659,7991,15621,2018-01-08 4:37,1
Old Shatterhand,1964,1,0.0,57380,9689,19003,2021-04-27 19:40,1
Winnetou: The Red Gentleman,1964,1,0.0,58751,9692,19006,2021-04-27 19:44,1
Amongst Vultures,1964,0,0.0,58709,9695,19009,2021-04-27 19:50,1
"Yellow One, The",1964,1,0.0,58553,9697,19011,2021-04-27 19:53,1
"Sound of Music, The",1965,3,0.0,59742,601,331,2009-12-28 3:50,1
Gulliver&#39;s Travels Beyond the Moon,1965,0,0.0,59212,2075,2789,2011-02-26 23:33,1
Juliet of the Spirits,1965,3,1.0,59229,2186,3059,2011-04-12 21:38,1
Repulsion,1965,3,0.0,59646,2338,3377,2011-05-25 6:06,1
A Study in Terror,1965,3,1.0,59764,2389,3489,2011-06-11 20:22,1
Thunderball,1965,2,0.0,59800,2390,3490,2011-06-11 21:09,1
That Darn Cat!,1965,3,0.0,59793,2487,3665,2011-07-05 5:08,1
"Ipcress File, The",1965,1,0.0,59319,2569,3824,2011-07-23 22:20,1
Alphaville,1965,1,0.0,58898,3116,4907,2012-03-13 21:25,1
